osm_id,ort,plz,bundesland
2857008,Mellingen,99441,Thüringen
2014018,Mellinghausen,27249,Niedersachsen
387410,Mellrichstadt,97638,Bayern
2536308,Melpers,98634,Thüringen
444704,Melsbach,56581,Rheinland-Pfalz
554749,Melsdorf,24109,Schleswig-Holstein
452197,Melsungen,34212,Hessen
1424146,Melz,17209,Mecklenburg-Vorpommern
1077554,Memmelsdorf,96117,Bayern
62590,Memmingen,87700,Bayern
958245,Memmingerberg,87766,Bayern
2063638,Menden,58706,Nordrhein-Westfalen
2063638,Menden,58708,Nordrhein-Westfalen
2063638,Menden,58710,Nordrhein-Westfalen
544235,Mendig,56743,Rheinland-Pfalz
2805403,Mengen,88512,Baden-Württemberg
1241637,Mengerschied,55490,Rheinland-Pfalz
324297,Mengerskirchen,35794,Hessen
959904,Mengkofen,84152,Bayern
1163501,Menningen,54310,Rheinland-Pfalz
1808583,Menslage,49637,Niedersachsen
2902834,Menteroda,99976,Thüringen
2902834,Menteroda,99996,Thüringen
1479212,Menzendorf,23923,Mecklenburg-Vorpommern
1075125,Meppen,49716,Niedersachsen
396003,Merching,86504,Bayern
1187150,Merchweiler,66589,Saarland
70178,Merdingen,79291,Baden-Württemberg
324299,Merenberg,35799,Hessen
161796,Mering,86415,Bayern
453169,Merkelbach,57629,Rheinland-Pfalz
534389,Merkendorf,91732,Bayern
2772187,Merklingen,89188,Baden-Württemberg
1113752,Merlscheid,54597,Rheinland-Pfalz
1182321,Mermuth,56283,Rheinland-Pfalz
1258428,Merschbach,54426,Rheinland-Pfalz
2406260,Merseburg,06217,Sachsen-Anhalt
2404010,Mertendorf,06618,Sachsen-Anhalt
2778387,Mertendorf,07619,Thüringen
1256956,Mertesdorf,54318,Rheinland-Pfalz
1249736,Mertesheim,67271,Rheinland-Pfalz
562972,Mertingen,86690,Bayern
543126,Mertloch,56753,Rheinland-Pfalz
1244161,Merxheim,55627,Rheinland-Pfalz
1251060,Merzalben,66978,Rheinland-Pfalz
1303795,Merzdorf,04932,Brandenburg
2014404,Merzen,49586,Niedersachsen
163310,Merzenich,52399,Nordrhein-Westfalen
1946233,Merzhausen,79249,Baden-Württemberg
1187154,Merzig,66663,Saarland
1256022,Merzkirchen,54439,Rheinland-Pfalz
1246765,Merzweiler,67746,Rheinland-Pfalz
157423,Meschede,59872,Nordrhein-Westfalen
1334110,Mescherin,16307,Brandenburg
956962,Mesekenhagen,17498,Mecklenburg-Vorpommern
1259314,Mesenich,56820,Rheinland-Pfalz
387604,Mespelbrunn,63875,Bayern
452396,Messel,64409,Hessen
1182393,Messenkamp,31867,Niedersachsen
1152678,Messerich,54636,Rheinland-Pfalz
2006836,Messingen,49832,Niedersachsen
2805976,Meßkirch,88605,Baden-Württemberg
2779379,Meßstetten,72469,Baden-Württemberg
449910,Mestlin,19374,Mecklenburg-Vorpommern
155786,Metelen,48629,Nordrhein-Westfalen
1504827,Metelsdorf,23972,Mecklenburg-Vorpommern
959810,Metten,94526,Bayern
1171865,Mettendorf,54675,Rheinland-Pfalz
941000,Mettenheim,84562,Bayern
1248685,Mettenheim,67582,Rheinland-Pfalz
1152692,Metterich,54634,Rheinland-Pfalz
155573,Mettingen,49497,Nordrhein-Westfalen
1184405,Mettlach,66693,Saarland
66521,Mettmann,40822,Nordrhein-Westfalen
1245065,Mettweiler,55777,Rheinland-Pfalz
2831134,Metzels,98639,Thüringen
957009,Metzenhausen,55481,Rheinland-Pfalz
2774075,Metzingen,72555,Baden-Württemberg
534483,Meudt,56414,Rheinland-Pfalz
1273290,Meura,98744,Thüringen
2778388,Meusebach,07646,Thüringen
1273289,Meuselbach-Schwarzmühle,98746,Thüringen
1263715,Meuselwitz,04610,Thüringen
1060431,Meuspath,53520,Rheinland-Pfalz
1289815,Meyenburg,16945,Brandenburg
1156029,Meyn,24980,Schleswig-Holstein
1026862,Michelau in Oberfranken,96247,Bayern
318258,Michelau i.Steigerwald,97513,Bayern
418871,Michelbach,57610,Rheinland-Pfalz
1204714,Michelbach,56288,Rheinland-Pfalz
391363,Michelbach an der Bilz,74544,Baden-Württemberg
391368,Michelfeld,74545,Baden-Württemberg
960529,Michelsneukirchen,93185,Bayern
451803,Michelstadt,64720,Hessen
332537,Michendorf,14552,Brandenburg
935163,Mickhausen,86866,Bayern
1428586,Midlum,25938,Schleswig-Holstein
540462,Miehlen,56357,Rheinland-Pfalz
554771,Mielkendorf,24247,Schleswig-Holstein
535692,Miellen,56132,Rheinland-Pfalz
935948,Miesbach,83714,Bayern
2179192,Miesitz,07819,Thüringen
2801348,Mietingen,88487,Baden-Württemberg
2899669,Mihla,99826,Thüringen
2778389,Milda,07751,Thüringen
536634,Mildenau,09456,Sachsen
1405172,Mildstedt,25866,Schleswig-Holstein
374117,Millienhagen-Oebelitz,18461,Mecklenburg-Vorpommern
1334086,Milmersdorf,17268,Brandenburg
1451564,Milow,19294,Mecklenburg-Vorpommern
1451564,Milow,19300,Mecklenburg-Vorpommern
1267578,Milower Land,14715,Brandenburg
961932,Miltach,93468,Bayern
393538,Miltenberg,63897,Bayern
445772,Mindelheim,87719,Bayern
943558,Mindelstetten,93349,Bayern
139087,Minden,32423,Nordrhein-Westfalen
139087,Minden,32425,Nordrhein-Westfalen
139087,Minden,32427,Nordrhein-Westfalen
139087,Minden,32429,Nordrhein-Westfalen
1163507,Minden,54310,Rheinland-Pfalz
1259129,Minderlittgen,54518,Rheinland-Pfalz
1250502,Minfeld,76872,Rheinland-Pfalz
1258386,Minheim,54518,Rheinland-Pfalz
964614,Mintraching,93098,Bayern
1419648,Mirow,17252,Mecklenburg-Vorpommern
540067,Misselberg,56377,Rheinland-Pfalz
957812,Missen-Wilhams,87547,Bayern
1070976,Mistelbach,95511,Bayern
1070974,Mistelgau,95490,Bayern
1964351,Mistorf,18276,Mecklenburg-Vorpommern
2790946,Mittelangeln,24986,Schleswig-Holstein
2801322,Mittelbiberach,88441,Baden-Württemberg
1253825,Mittelbrunn,66851,Rheinland-Pfalz
534387,Mitteleschenbach,91734,Bayern
539711,Mittelfischbach,56370,Rheinland-Pfalz
418127,Mittelherwigsdorf,02763,Sachsen
421225,Mittelhof,57537,Rheinland-Pfalz
935177,Mittelneufnach,86868,Bayern
444926,Mittelnkirchen,21720,Niedersachsen
2179193,Mittelpöllnitz,07819,Thüringen
1245072,Mittelreidenbach,55758,Rheinland-Pfalz
349934,Mittelsinn,97785,Bayern
2903167,Mittelsömmern,99955,Thüringen
445758,Mittelstenahe,21770,Niedersachsen
933512,Mittelstetten,82293,Bayern
1269739,Mittelstrimmig,56858,Rheinland-Pfalz
215970,Mittenaar,35756,Hessen
939341,Mittenwald,82481,Bayern
55771,Mittenwalde,15749,Brandenburg
1334080,Mittenwalde,17268,Brandenburg
959639,Mitterfels,94360,Bayern
957072,Mitterskirchen,84335,Bayern
975234,Mitterteich,95666,Bayern
414696,Mittweida,09648,Sachsen
1021752,Mitwitz,96268,Bayern
1384841,Mixdorf,15299,Brandenburg
1283579,Möckern,39279,Sachsen-Anhalt
1283579,Möckern,39291,Sachsen-Anhalt
2778390,Möckern,07646,Thüringen
409707,Möckmühl,74219,Baden-Württemberg
446699,Mockrehna,04862,Sachsen
452424,Modautal,64397,Hessen
957078,Mödingen,89426,Bayern
58623,Moers,47441,Nordrhein-Westfalen
58623,Moers,47443,Nordrhein-Westfalen
58623,Moers,47445,Nordrhein-Westfalen
58623,Moers,47447,Nordrhein-Westfalen
535129,Mogendorf,56424,Rheinland-Pfalz
915432,Mögglingen,73563,Baden-Württemberg
405810,Möglingen,71696,Baden-Württemberg
1946738,Mohlsdorf-Teichwolframsdorf,07987,Thüringen
153498,Möhnesee,59519,Nordrhein-Westfalen
1466109,Möhnsen,21493,Schleswig-Holstein
1016505,Möhrendorf,91096,Bayern
1149237,Mohrkirch,24392,Schleswig-Holstein
1149237,Mohrkirch,24405,Schleswig-Holstein
1149237,Mohrkirch,24891,Schleswig-Holstein
303369,Moisburg,21647,Niedersachsen
2404040,Molauer Land,06618,Sachsen-Anhalt
1101319,Molbergen,49696,Niedersachsen
557582,Molfsee,24113,Schleswig-Holstein
1419594,Möllenbeck,17237,Mecklenburg-Vorpommern
1451543,Möllenbeck,19300,Mecklenburg-Vorpommern
1424416,Möllenhagen,17219,Mecklenburg-Vorpommern
1427694,Mölln,17091,Mecklenburg-Vorpommern
1604264,Mölln,23879,Schleswig-Holstein
534484,Molsberg,56414,Rheinland-Pfalz
2818334,Molschleben,99869,Thüringen
1432805,Mölschow,17449,Mecklenburg-Vorpommern
1248699,Mölsheim,67591,Rheinland-Pfalz
2676471,Moltzow,17194,Mecklenburg-Vorpommern
421923,Molzhain,57520,Rheinland-Pfalz
534045,Mömbris,63776,Bayern
395323,Mömlingen,63853,Bayern
1239629,Mommenheim,55278,Rheinland-Pfalz
394506,Mönchberg,63933,Bayern
62410,Mönchengladbach,41061,Nordrhein-Westfalen
62410,Mönchengladbach,41063,Nordrhein-Westfalen
62410,Mönchengladbach,41065,Nordrhein-Westfalen
62410,Mönchengladbach,41066,Nordrhein-Westfalen
62410,Mönchengladbach,41068,Nordrhein-Westfalen
62410,Mönchengladbach,41069,Nordrhein-Westfalen
62410,Mönchengladbach,41169,Nordrhein-Westfalen
62410,Mönchengladbach,41179,Nordrhein-Westfalen
62410,Mönchengladbach,41189,Nordrhein-Westfalen
62410,Mönchengladbach,41199,Nordrhein-Westfalen
62410,Mönchengladbach,41236,Nordrhein-Westfalen
62410,Mönchengladbach,41238,Nordrhein-Westfalen
62410,Mönchengladbach,41239,Nordrhein-Westfalen
2857009,Mönchenholzhausen,99198,Thüringen
7885533,Mönchgut,18586,Mecklenburg-Vorpommern
393340,Mönchhagen,18182,Mecklenburg-Vorpommern
2387351,Mönchpfiffel-Nikolausrieth,06556,Thüringen
962449,Mönchsdeggingen,86751,Bayern
534178,Mönchsroth,91614,Bayern
1242307,Mönchweiler,78087,Baden-Württemberg
962649,Monheim,86653,Bayern
33070,Monheim am Rhein,40789,Nordrhein-Westfalen
299456,Mönkeberg,24248,Schleswig-Holstein
1408066,Mönkebude,17375,Mecklenburg-Vorpommern
532394,Mönkhagen,23619,Schleswig-Holstein
423231,Mönkloh,24576,Schleswig-Holstein
548051,Monreal,56729,Rheinland-Pfalz
158020,Monschau,52156,Nordrhein-Westfalen
1248700,Monsheim,67590,Rheinland-Pfalz
908345,Mönsheim,71297,Baden-Württemberg
2778485,Monstab,04617,Thüringen
453842,Montabaur,56410,Rheinland-Pfalz
1266512,Möntenich,56754,Rheinland-Pfalz
1258373,Monzelfeld,54472,Rheinland-Pfalz
1248784,Monzernheim,55234,Rheinland-Pfalz
1244152,Monzingen,55569,Rheinland-Pfalz
450524,Moordiek,25597,Schleswig-Holstein
933548,Moorenweis,82272,Bayern
2836719,Moorgrund,36433,Thüringen
448556,Moorhusen,25554,Schleswig-Holstein
1187825,Moormerland,26802,Niedersachsen
443194,Moorrege,25436,Schleswig-Holstein
2012456,Moorweg,26427,Niedersachsen
959820,Moos,94554,Bayern
2784986,Moos,78345,Baden-Württemberg
929917,Moosach,85665,Bayern
1059465,Moosbach,92709,Bayern
29996,Moosburg,85368,Bayern
2801349,Moosburg,88422,Baden-Württemberg
934763,Moosinning,85452,Bayern
959901,Moosthenning,84164,Bayern
1451504,Moraas,19230,Mecklenburg-Vorpommern
661030,Morbach,54497,Rheinland-Pfalz
548591,Mörel,24594,Schleswig-Holstein
444545,Mörfelden-Walldorf,64546,Hessen
1397836,Moringen,37186,Niedersachsen
551229,Moritzburg,01468,Sachsen
1269732,Moritzheim,56865,Rheinland-Pfalz
451712,Mörlen,57583,Rheinland-Pfalz
163730,Mörlenbach,69509,Hessen
943554,Mörnsheim,91804,Bayern
173872,Morsbach,51597,Nordrhein-Westfalen
453170,Mörsbach,57629,Rheinland-Pfalz
1241482,Mörschbach,55494,Rheinland-Pfalz
1256948,Morscheid,54317,Rheinland-Pfalz
452212,Morschen,34326,Hessen
1254068,Morschheim,67294,Rheinland-Pfalz
1245142,Mörschied,55758,Rheinland-Pfalz
1266502,Mörsdorf,56290,Rheinland-Pfalz
2778391,Mörsdorf,07646,Thüringen
2634803,Mörsfeld,67808,Rheinland-Pfalz
1182307,Morshausen,56283,Rheinland-Pfalz
1248702,Mörstadt,67591,Rheinland-Pfalz
403743,Mosbach,74821,Baden-Württemberg
1075135,Mosbruch,56767,Rheinland-Pfalz
535130,Moschheim,56424,Rheinland-Pfalz
1266511,Moselkern,56254,Rheinland-Pfalz
395864,Möser,39175,Sachsen-Anhalt
395864,Möser,39291,Sachsen-Anhalt
451797,Mossautal,64756,Hessen
2179195,Moßbach,07907,Thüringen
2778717,Mössingen,72116,Baden-Württemberg
384318,Motten,97786,Bayern
962464,Möttingen,86753,Bayern
966621,Mötzing,93099,Bayern
722072,Mötzingen,71159,Baden-Württemberg
2179194,Moxa,07381,Thüringen
422846,Mözen,23795,Schleswig-Holstein
173117,Much,53804,Nordrhein-Westfalen
310384,Mucheln,24238,Schleswig-Holstein
2406074,Mücheln (Geiseltal),06249,Sachsen-Anhalt
2406074,Mücheln (Geiseltal),06255,Sachsen-Anhalt
2406074,Mücheln (Geiseltal),06268,Sachsen-Anhalt
2406074,Mücheln (Geiseltal),06632,Sachsen-Anhalt
1451556,Muchow,19300,Mecklenburg-Vorpommern
1316259,Mücka - Mikow,02906,Sachsen
418338,Mücke,35325,Hessen
1085809,Mückeln,54558,Rheinland-Pfalz
403736,Mudau,69427,Baden-Württemberg
1375205,Müden (Aller),38539,Niedersachsen
453171,Mudenbach,57614,Rheinland-Pfalz
1116412,Müden (Mosel),56254,Rheinland-Pfalz
422320,Mudersbach,57555,Rheinland-Pfalz
538931,Mudershausen,65623,Rheinland-Pfalz
535249,Mügeln,04769,Sachsen
907209,Muggensturm,76461,Baden-Württemberg
455486,Müglitztal,01809,Sachsen
553520,Mühbrook,24582,Schleswig-Holstein
358085,Mühlacker,75417,Baden-Württemberg
412401,Mühlau,09241,Sachsen
1303470,Mühlberg/Elbe,04895,Brandenburg
1303470,Mühlberg/Elbe,04931,Brandenburg
941004,Mühldorf a. Inn,84453,Bayern
453021,Mühlenbach,77796,Baden-Württemberg
450225,Mühlenbarbek,25548,Schleswig-Holstein
1310093,Mühlenbecker Land,16515,Brandenburg
1310093,Mühlenbecker Land,16552,Brandenburg
1310093,Mühlenbecker Land,16567,Brandenburg
1342390,Mühlenberge,14662,Brandenburg
1444891,Mühlen Eichsen,19205,Mecklenburg-Vorpommern
555912,Mühlenfließ,14822,Brandenburg
555912,Mühlenfließ,14823,Brandenburg
1466069,Mühlenrade,21493,Schleswig-Holstein
443862,Mühlental,08626,Sachsen
453374,Mühlhausen,69242,Baden-Württemberg
1016517,Mühlhausen,96172,Bayern
1028809,Mühlhausen,92360,Bayern
2895773,Mühlhausen,99974,Thüringen
1104552,Mühlhausen-Ehingen,78259,Baden-Württemberg
2788184,Mühlhausen im Täle,73347,Baden-Württemberg
659749,Mühlheim am Main,63165,Hessen
1231978,Mühlheim an der Donau,78570,Baden-Württemberg
1236165,Mühlingen,78357,Baden-Württemberg
1182318,Mühlpfad,56291,Rheinland-Pfalz
1965800,Mühl Rosin,18276,Mecklenburg-Vorpommern
452413,Mühltal,64367,Hessen
1015094,Muhr am See,91735,Bayern
1152668,Mülbach,54636,Rheinland-Pfalz
416542,Mulda/Sachsen,09619,Sachsen
443783,Muldenhammer,08262,Sachsen
1329610,Muldestausee,06774,Sachsen-Anhalt
376870,Mulfingen,74673,Baden-Württemberg
1258369,Mülheim an der Mosel,54486,Rheinland-Pfalz
62385,Mülheim an der Ruhr,45468,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45470,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45472,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45473,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45475,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45476,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45478,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45479,Nordrhein-Westfalen
62385,Mülheim an der Ruhr,45481,Nordrhein-Westfalen
548979,Mülheim-Kärlich,56218,Rheinland-Pfalz
1060434,Müllenbach,53520,Rheinland-Pfalz
1259829,Müllenbach,56761,Rheinland-Pfalz
311922,Müllheim,79379,Baden-Württemberg
1384847,Müllrose,15299,Brandenburg
417079,Mülsen,08132,Sachsen
2900111,Mülverstedt,99947,Thüringen
1021700,Münchberg,95213,Bayern
1332918,Müncheberg,15374,Brandenburg
1389675,Münchehofe,15748,Brandenburg
62428,München,80331,Bayern
62428,München,80333,Bayern
62428,München,80335,Bayern
62428,München,80336,Bayern
62428,München,80337,Bayern
62428,München,80339,Bayern
62428,München,80469,Bayern
62428,München,80538,Bayern
62428,München,80539,Bayern
62428,München,80634,Bayern
62428,München,80636,Bayern
62428,München,80637,Bayern
62428,München,80638,Bayern
62428,München,80639,Bayern
62428,München,80686,Bayern
62428,München,80687,Bayern
62428,München,80689,Bayern
62428,München,80796,Bayern
62428,München,80797,Bayern
62428,München,80798,Bayern
62428,München,80799,Bayern
62428,München,80801,Bayern
62428,München,80802,Bayern
62428,München,80803,Bayern
62428,München,80804,Bayern
62428,München,80805,Bayern
62428,München,80807,Bayern
62428,München,80809,Bayern
62428,München,80933,Bayern
62428,München,80935,Bayern
62428,München,80937,Bayern
62428,München,80939,Bayern
62428,München,80992,Bayern
62428,München,80993,Bayern
62428,München,80995,Bayern
62428,München,80997,Bayern
62428,München,80999,Bayern
62428,München,81241,Bayern
62428,München,81243,Bayern
62428,München,81245,Bayern
62428,München,81247,Bayern
62428,München,81249,Bayern
62428,München,81369,Bayern
62428,München,81371,Bayern
62428,München,81373,Bayern
62428,München,81375,Bayern
62428,München,81377,Bayern
62428,München,81379,Bayern
62428,München,81475,Bayern
62428,München,81476,Bayern
62428,München,81477,Bayern
62428,München,81479,Bayern
62428,München,81539,Bayern
62428,München,81541,Bayern
62428,München,81543,Bayern
62428,München,81545,Bayern
62428,München,81547,Bayern
62428,München,81549,Bayern
62428,München,81667,Bayern
62428,München,81669,Bayern
62428,München,81671,Bayern
62428,München,81673,Bayern
62428,München,81675,Bayern
62428,München,81677,Bayern
62428,München,81679,Bayern
62428,München,81735,Bayern
62428,München,81737,Bayern
62428,München,81739,Bayern
62428,München,81825,Bayern
62428,München,81827,Bayern
62428,München,81829,Bayern
62428,München,81925,Bayern
62428,München,81927,Bayern
62428,München,81929,Bayern
62428,München,85540,Bayern
2804468,Münchenbernsdorf,07589,Thüringen
225481,Münchhausen,35117,Hessen
380979,Münchsmünster,85126,Bayern
357014,Münchsteinach,91481,Bayern
1244214,Münchwald,55595,Rheinland-Pfalz
1252770,Münchweiler am Klingbach,76857,Rheinland-Pfalz
1254712,Münchweiler an der Alsenz,67728,Rheinland-Pfalz
1251057,Münchweiler an der Rodalb,66955,Rheinland-Pfalz
1251057,Münchweiler an der Rodalb,66981,Rheinland-Pfalz
405295,Mundelsheim,74395,Baden-Württemberg
2803400,Munderkingen,89597,Baden-Württemberg
453172,Mündersbach,56271,Rheinland-Pfalz
548052,Münk,56729,Rheinland-Pfalz
1149280,Munkbrarup,24960,Schleswig-Holstein
383695,Münnerstadt,97702,Bayern
962602,Munningen,86754,Bayern
935105,Münsing,82541,Bayern
2774199,Münsingen,72525,Baden-Württemberg
1809014,Munster,29633,Niedersachsen
62591,Münster,48143,Nordrhein-Westfalen
62591,Münster,48145,Nordrhein-Westfalen
62591,Münster,48147,Nordrhein-Westfalen
62591,Münster,48149,Nordrhein-Westfalen
62591,Münster,48151,Nordrhein-Westfalen
62591,Münster,48153,Nordrhein-Westfalen
62591,Münster,48155,Nordrhein-Westfalen
62591,Münster,48157,Nordrhein-Westfalen
62591,Münster,48159,Nordrhein-Westfalen
62591,Münster,48161,Nordrhein-Westfalen
62591,Münster,48163,Nordrhein-Westfalen
62591,Münster,48165,Nordrhein-Westfalen
62591,Münster,48167,Nordrhein-Westfalen
962251,Münster,86692,Bayern
1253882,Münsterappel,67822,Rheinland-Pfalz
450519,Münsterdorf,25587,Schleswig-Holstein
964149,Münsterhausen,86505,Bayern
452392,Münster (Hessen),64839,Hessen
543127,Münstermaifeld,56294,Rheinland-Pfalz
1239648,Münster-Sarmsheim,55424,Rheinland-Pfalz
72264,Münstertal/Schwarzwald,79244,Baden-Württemberg
446510,Münzenberg,35516,Hessen
1433744,Murchin,17390,Mecklenburg-Vorpommern
2787776,Murg,79730,Baden-Württemberg
1074561,Mürlenbach,54570,Rheinland-Pfalz
939375,Murnau am Staffelsee,82418,Bayern
405294,Murr,71711,Baden-Württemberg
66285,Murrhardt,71540,Baden-Württemberg
1060433,Müsch,53533,Rheinland-Pfalz
453173,Müschenbach,57629,Rheinland-Pfalz
1467719,Müssen,21516,Schleswig-Holstein
1476162,Mustin,23911,Schleswig-Holstein
1964780,Mustin,19406,Mecklenburg-Vorpommern
1258869,Musweiler,54534,Rheinland-Pfalz
915411,Mutlangen,73557,Baden-Württemberg
1241645,Mutterschied,55469,Rheinland-Pfalz
418405,Mutterstadt,67112,Rheinland-Pfalz
1108066,Mützenich,54608,Rheinland-Pfalz
1171848,Muxerath,54673,Rheinland-Pfalz
962202,Nabburg,92507,Bayern
1800166,Nachrodt-Wiblingwerde,58769,Nordrhein-Westfalen
548053,Nachtsheim,56729,Rheinland-Pfalz
1248584,Nack,55234,Rheinland-Pfalz
1239645,Nackenheim,55299,Rheinland-Pfalz
1407738,Nadrensee,17329,Mecklenburg-Vorpommern
1022869,Nagel,95697,Bayern
1177445,Nagold,72202,Baden-Württemberg
422706,Nahe,23866,Schleswig-Holstein
1376687,Nahrendorf,21369,Niedersachsen
1021706,Naila,95119,Bayern
1184568,Nalbach,66809,Saarland
1184601,Namborn,66640,Saarland
29825,Nandlstadt,85395,Bayern
29825,Nandlstadt,85405,Bayern
1241647,Nannhausen,55469,Rheinland-Pfalz
1246487,Nanzdietschweiler,66909,Rheinland-Pfalz
1171886,Nasingen,54673,Rheinland-Pfalz
540068,Nassau,56377,Rheinland-Pfalz
943542,Nassenfels,85128,Bayern
540463,Nastätten,56355,Rheinland-Pfalz
1460247,Natendorf,29587,Niedersachsen
1152684,Nattenheim,54636,Rheinland-Pfalz
2791906,Nattheim,89564,Baden-Württemberg
1262688,Nauen,14641,Brandenburg
2857010,Nauendorf,99448,Thüringen
444540,Nauheim,64569,Hessen
453721,Naumburg,34311,Hessen
2403974,Naumburg (Saale),06618,Sachsen-Anhalt
2403974,Naumburg (Saale),06628,Sachsen-Anhalt
535246,Naundorf,04758,Sachsen
535246,Naundorf,04769,Sachsen
543128,Naunheim,56753,Rheinland-Pfalz
422341,Naunhof,04683,Sachsen
532373,Nauort,56237,Rheinland-Pfalz
1255926,Naurath (Eifel),54340,Rheinland-Pfalz
1257093,Naurath (Wald),54426,Rheinland-Pfalz
421915,Nauroth,57583,Rheinland-Pfalz
2362540,Nausitz,06571,Thüringen
2778392,Nausnitz,07616,Thüringen
2899676,Nazza,99826,Thüringen
1428597,Nebel,25946,Schleswig-Holstein
1307668,Nebelschütz - Njebjelčicy,01920,Sachsen
2395647,Nebra (Unstrut),06642,Sachsen-Anhalt
453371,Neckarbischofsheim,74924,Baden-Württemberg
453391,Neckargemünd,69151,Baden-Württemberg
403749,Neckargerach,69437,Baden-Württemberg
537067,Neckarsteinach,69239,Hessen
410471,Neckarsulm,74172,Baden-Württemberg
2796304,Neckartailfingen,72666,Baden-Württemberg
2796402,Neckartenzlingen,72654,Baden-Württemberg
935920,Neckarwestheim,74382,Baden-Württemberg
403742,Neckarzimmern,74865,Baden-Württemberg
1419839,Neddemin,17039,Mecklenburg-Vorpommern
1269729,Neef,56858,Rheinland-Pfalz
2789639,Neenstetten,89189,Baden-Württemberg
1387448,Neetze,21398,Niedersachsen
1419916,Neetzka,17349,Mecklenburg-Vorpommern
3422079,Neetzow-Liepen,17391,Mecklenburg-Vorpommern
1184660,Negenborn,37643,Niedersachsen
553511,Negenharrie,24625,Schleswig-Holstein
422876,Negernbötel,23795,Schleswig-Holstein
406901,Nehms,23813,Schleswig-Holstein
310404,Nehmten,24326,Schleswig-Holstein
1259310,Nehren,56820,Rheinland-Pfalz
2778731,Nehren,72147,Baden-Württemberg
1075151,Neichen,54552,Rheinland-Pfalz
1140557,Neidenbach,54657,Rheinland-Pfalz
1249990,Neidenfels,67468,Rheinland-Pfalz
453369,Neidenstein,74933,Baden-Württemberg
2900135,Neidhartshausen,36452,Thüringen
2795185,Neidlingen,73272,Baden-Württemberg
1311136,Neißeaue,02829,Sachsen
1322606,Neiße-Malxetal,03159,Brandenburg
1384826,Neißemünde,15898,Brandenburg
418866,Neitersen,57638,Rheinland-Pfalz
2772188,Nellingen,89191,Baden-Württemberg
2396221,Nemsdorf-Göhrendorf,06268,Sachsen-Anhalt
2012365,Nenndorf,26556,Niedersachsen
1266348,Nennhausen,14715,Brandenburg
1015143,Nennslingen,91790,Bayern
238954,Nentershausen,36214,Hessen
453843,Nentershausen,56412,Rheinland-Pfalz
970193,Nerdlen,54552,Rheinland-Pfalz
2791018,Nerenstetten,89129,Baden-Württemberg
2791979,Neresheim,73450,Baden-Württemberg
532320,Neritz,23843,Schleswig-Holstein
1074565,Neroth,54570,Rheinland-Pfalz
941074,Nersingen,89278,Bayern
1246774,Nerzweiler,67749,Rheinland-Pfalz
1307710,Neschwitz - Njeswačidło,02699,Sachsen
2816450,Nesse-Apfelstädt,99192,Thüringen
448300,Nesselwang,87484,Bayern
163260,Netphen,57250,Nordrhein-Westfalen
310418,Nettelsee,24250,Schleswig-Holstein
158159,Nettersheim,53947,Nordrhein-Westfalen
88686,Nettetal,41334,Nordrhein-Westfalen
538927,Netzbach,65623,Rheinland-Pfalz
446592,Netzschkau,08491,Sachsen
968897,Neualbenreuth,95698,Bayern
418434,Neu-Anspach,61267,Hessen
1246416,Neu-Bamberg,55546,Rheinland-Pfalz
374180,Neu Bartelshagen,18442,Mecklenburg-Vorpommern
1149458,Neuberend,24879,Schleswig-Holstein
535893,Neuberg,63543,Hessen
2186928,Neubeuern,83115,Bayern
2168248,Neubiberg,85579,Bayern
1432698,Neu Boltenhagen,17509,Mecklenburg-Vorpommern
1474205,Neubörger,26909,Niedersachsen
62705,Neubrandenburg,17033,Mecklenburg-Vorpommern
62705,Neubrandenburg,17034,Mecklenburg-Vorpommern
62705,Neubrandenburg,17036,Mecklenburg-Vorpommern
180668,Neubrunn,97277,Bayern
2828207,Neubrunn,98617,Thüringen
394352,Neubukow,18233,Mecklenburg-Vorpommern
1183344,Neubulach,75385,Baden-Württemberg
1183344,Neubulach,75387,Baden-Württemberg
1515659,Neuburg,23974,Mecklenburg-Vorpommern
964465,Neuburg a.d.Kammel,86476,Bayern
958106,Neuburg a.Inn,94036,Bayern
958106,Neuburg a.Inn,94127,Bayern
1250484,Neuburg am Rhein,76776,Rheinland-Pfalz
943684,Neuburg an der Donau,86633,Bayern
934741,Neuching,85467,Bayern
1821290,Neu Darchau,29490,Niedersachsen
409713,Neudenau,74861,Baden-Württemberg
548495,Neudorf-Bornstein,24214,Schleswig-Holstein
1022781,Neudrossenfeld,95512,Bayern
548610,Neu Duvenstedt,24791,Schleswig-Holstein
548610,Neu Duvenstedt,24794,Schleswig-Holstein
549411,Neu-Eichenberg,37249,Hessen
447313,Neuenbrook,25361,Schleswig-Holstein
447313,Neuenbrook,25578,Schleswig-Holstein
57977,Neuenbürg,75305,Baden-Württemberg
270514,Neuenburg am Rhein,79395,Baden-Württemberg
443193,Neuendeich,25436,Schleswig-Holstein
534383,Neuendettelsau,91564,Bayern
349449,Neuendorf,97788,Bayern
1108047,Neuendorf,54597,Rheinland-Pfalz
